Year_Month,Year,Primary.Type,Location.Description,total_crimes,days_with_crime,avg_daily_crimes
2012-07,2012,THEFT,PARKING LOT/GARAGE(NON.RESID.),12,9,1.33
2012-07,2012,THEFT,SMALL RETAIL STORE,10,10,1
2012-07,2012,BATTERY,VEHICLE NON-COMMERCIAL,9,8,1.12
2012-07,2012,NARCOTICS,RESIDENCE PORCH/HALLWAY,9,8,1.12
2012-07,2012,CRIMINAL DAMAGE,RESIDENCE-GARAGE,8,7,1.14
2012-07,2012,NARCOTICS,ABANDONED BUILDING,8,7,1.14
2012-07,2012,NARCOTICS,APARTMENT,8,7,1.14
2012-07,2012,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),8,7,1.14
2012-07,2012,THEFT,PARK PROPERTY,8,6,1.33
2012-07,2012,THEFT,RESIDENTIAL YARD (FRONT/BACK),8,7,1.14
2012-07,2012,BATTERY,PARK PROPERTY,7,6,1.17
2012-07,2012,BURGLARY,SMALL RETAIL STORE,7,7,1
2012-07,2012,INTERFERENCE WITH PUBLIC OFFICER,STREET,7,7,1
2012-07,2012,NARCOTICS,RESIDENCE,7,6,1.17
2012-07,2012,OFFENSE INVOLVING CHILDREN,RESIDENCE,7,6,1.17
2012-07,2012,OTHER OFFENSE,APARTMENT,7,7,1
2012-07,2012,THEFT,RESIDENCE PORCH/HALLWAY,7,6,1.17
2012-07,2012,BATTERY,RESIDENTIAL YARD (FRONT/BACK),6,6,1
2012-07,2012,THEFT,ALLEY,6,6,1
2012-07,2012,ASSAULT,ALLEY,5,5,1
2012-07,2012,ASSAULT,RESIDENCE PORCH/HALLWAY,5,5,1
2012-07,2012,BATTERY,PARKING LOT/GARAGE(NON.RESID.),5,5,1
2012-07,2012,BURGLARY,CTA GARAGE / OTHER PROPERTY,5,5,1
2012-07,2012,BURGLARY,OTHER,5,4,1.25
2012-07,2012,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),5,5,1
2012-07,2012,INTERFERENCE WITH PUBLIC OFFICER,SIDEWALK,5,4,1.25
2012-07,2012,OFFENSE INVOLVING CHILDREN,APARTMENT,5,5,1
2012-07,2012,THEFT,RESTAURANT,5,5,1
2012-07,2012,WEAPONS VIOLATION,SIDEWALK,5,5,1
2012-07,2012,BATTERY,SMALL RETAIL STORE,4,4,1
2012-07,2012,BURGLARY,RESIDENCE-GARAGE,4,4,1
2012-07,2012,BURGLARY,RESTAURANT,4,4,1
2012-07,2012,BURGLARY,"SCHOOL, PUBLIC, BUILDING",4,4,1
2012-07,2012,BURGLARY,WAREHOUSE,4,4,1
2012-07,2012,CRIM SEXUAL ASSAULT,APARTMENT,4,4,1
2012-07,2012,CRIMINAL DAMAGE,ALLEY,4,4,1
2012-07,2012,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),4,4,1
2012-07,2012,CRIMINAL DAMAGE,VACANT LOT/LAND,4,4,1
2012-07,2012,CRIMINAL TRESPASS,GAS STATION,4,4,1
2012-07,2012,CRIMINAL TRESPASS,STREET,4,4,1
2012-07,2012,DECEPTIVE PRACTICE,CTA GARAGE / OTHER PROPERTY,4,3,1.33
2012-07,2012,DECEPTIVE PRACTICE,RESIDENCE,4,4,1
2012-07,2012,HOMICIDE,STREET,4,3,1.33
2012-07,2012,ROBBERY,GAS STATION,4,4,1
2012-07,2012,ROBBERY,RESIDENCE,4,4,1
2012-07,2012,ROBBERY,RESIDENCE PORCH/HALLWAY,4,3,1.33
2012-07,2012,ROBBERY,VACANT LOT/LAND,4,4,1
2012-07,2012,THEFT,RESIDENCE-GARAGE,4,4,1
2012-07,2012,WEAPONS VIOLATION,RESIDENCE,4,4,1
2012-07,2012,WEAPONS VIOLATION,STREET,4,4,1
2012-07,2012,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),3,3,1
2012-07,2012,BATTERY,CTA BUS,3,3,1
2012-07,2012,BURGLARY,VACANT LOT/LAND,3,3,1
2012-07,2012,CRIM SEXUAL ASSAULT,RESIDENCE,3,3,1
2012-07,2012,CRIMINAL DAMAGE,DRIVEWAY - RESIDENTIAL,3,3,1
2012-07,2012,CRIMINAL DAMAGE,OTHER,3,2,1.5
2012-07,2012,CRIMINAL DAMAGE,SIDEWALK,3,3,1
2012-07,2012,CRIMINAL TRESPASS,OTHER,3,3,1
2012-07,2012,CRIMINAL TRESPASS,RESIDENCE,3,3,1
2012-07,2012,MOTOR VEHICLE THEFT,GAS STATION,3,2,1.5
2012-07,2012,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),3,3,1
2012-07,2012,MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),3,3,1
2012-07,2012,MOTOR VEHICLE THEFT,VACANT LOT/LAND,3,3,1
2012-07,2012,NARCOTICS,GAS STATION,3,3,1
2012-07,2012,NARCOTICS,OTHER,3,3,1
2012-07,2012,OTHER OFFENSE,OTHER,3,3,1
2012-07,2012,OTHER OFFENSE,TAVERN/LIQUOR STORE,3,3,1
2012-07,2012,PUBLIC PEACE VIOLATION,STREET,3,2,1.5
2012-07,2012,THEFT,ABANDONED BUILDING,3,3,1
2012-07,2012,THEFT,CONSTRUCTION SITE,3,3,1
2012-07,2012,THEFT,CTA TRAIN,3,3,1
2012-07,2012,THEFT,GAS STATION,3,3,1
2012-07,2012,THEFT,GROCERY FOOD STORE,3,3,1
2012-07,2012,THEFT,"SCHOOL, PUBLIC, BUILDING",3,3,1
2012-07,2012,THEFT,"SCHOOL, PUBLIC, GROUNDS",3,3,1
2012-07,2012,THEFT,VEHICLE NON-COMMERCIAL,3,3,1
2012-07,2012,WEAPONS VIOLATION,APARTMENT,3,3,1
2012-07,2012,ARSON,VEHICLE NON-COMMERCIAL,2,2,1
2012-07,2012,ASSAULT,GAS STATION,2,2,1
2012-07,2012,ASSAULT,OTHER,2,2,1
2012-07,2012,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2012-07,2012,ASSAULT,SMALL RETAIL STORE,2,2,1
2012-07,2012,BATTERY,CTA PLATFORM,2,2,1
2012-07,2012,BATTERY,GAS STATION,2,2,1
2012-07,2012,BATTERY,OTHER,2,2,1
2012-07,2012,BATTERY,RESIDENCE-GARAGE,2,2,1
2012-07,2012,BATTERY,RESTAURANT,2,2,1
2012-07,2012,BURGLARY,ABANDONED BUILDING,2,2,1
2012-07,2012,BURGLARY,COMMERCIAL / BUSINESS OFFICE,2,2,1
2012-07,2012,BURGLARY,CONSTRUCTION SITE,2,2,1
2012-07,2012,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,2,2,1
2012-07,2012,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,2,2,1
2012-07,2012,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",2,2,1
2012-07,2012,CRIMINAL DAMAGE,SMALL RETAIL STORE,2,2,1
2012-07,2012,CRIMINAL TRESPASS,APARTMENT,2,2,1
2012-07,2012,CRIMINAL TRESPASS,CHA APARTMENT,2,2,1
2012-07,2012,CRIMINAL TRESPASS,CTA GARAGE / OTHER PROPERTY,2,2,1
2012-07,2012,CRIMINAL TRESPASS,SIDEWALK,2,2,1
2012-07,2012,DECEPTIVE PRACTICE,BANK,2,2,1
2012-07,2012,DECEPTIVE PRACTICE,CONVENIENCE STORE,2,2,1
2012-07,2012,DECEPTIVE PRACTICE,OTHER,2,2,1
2012-07,2012,MOTOR VEHICLE THEFT,SIDEWALK,2,2,1
2012-07,2012,NARCOTICS,CTA PLATFORM,2,2,1
2012-07,2012,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,2,2,1
2012-07,2012,OTHER OFFENSE,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2012-07,2012,OTHER OFFENSE,SMALL RETAIL STORE,2,2,1
2012-07,2012,OTHER OFFENSE,VEHICLE NON-COMMERCIAL,2,2,1
2012-07,2012,PUBLIC PEACE VIOLATION,PARK PROPERTY,2,1,2
2012-07,2012,ROBBERY,ABANDONED BUILDING,2,2,1
2012-07,2012,ROBBERY,ALLEY,2,2,1
2012-07,2012,ROBBERY,APARTMENT,2,2,1
2012-07,2012,ROBBERY,CTA PLATFORM,2,2,1
2012-07,2012,THEFT,BANK,2,2,1
2012-07,2012,THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,2,1
2012-07,2012,THEFT,CTA BUS STOP,2,1,2
2012-07,2012,THEFT,CTA PLATFORM,2,2,1
2012-07,2012,THEFT,HOSPITAL BUILDING/GROUNDS,2,2,1
2012-07,2012,THEFT,MEDICAL/DENTAL OFFICE,2,2,1
2012-07,2012,THEFT,VACANT LOT/LAND,2,2,1
2012-07,2012,WEAPONS VIOLATION,ALLEY,2,2,1
2012-07,2012,ARSON,APARTMENT,1,1,1
2012-07,2012,ARSON,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2012-07,2012,ASSAULT,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2012-07,2012,ASSAULT,CTA PLATFORM,1,1,1
2012-07,2012,ASSAULT,GROCERY FOOD STORE,1,1,1
2012-07,2012,ASSAULT,MEDICAL/DENTAL OFFICE,1,1,1
2012-07,2012,ASSAULT,POLICE FACILITY/VEH PARKING LOT,1,1,1
2012-07,2012,ASSAULT,POOL ROOM,1,1,1
2012-07,2012,ASSAULT,RESTAURANT,1,1,1
2012-07,2012,ASSAULT,TAVERN/LIQUOR STORE,1,1,1
2012-07,2012,ASSAULT,VACANT LOT/LAND,1,1,1
2012-07,2012,ASSAULT,WAREHOUSE,1,1,1
2012-07,2012,BATTERY,ABANDONED BUILDING,1,1,1
2012-07,2012,BATTERY,CTA BUS STOP,1,1,1
2012-07,2012,BATTERY,CTA TRAIN,1,1,1
2012-07,2012,BATTERY,FACTORY/MANUFACTURING BUILDING,1,1,1
2012-07,2012,BATTERY,GROCERY FOOD STORE,1,1,1
2012-07,2012,BATTERY,NURSING HOME/RETIREMENT HOME,1,1,1
2012-07,2012,BURGLARY,BARBERSHOP,1,1,1
2012-07,2012,BURGLARY,CHA APARTMENT,1,1,1
2012-07,2012,BURGLARY,CONVENIENCE STORE,1,1,1
2012-07,2012,BURGLARY,CURRENCY EXCHANGE,1,1,1
2012-07,2012,BURGLARY,FACTORY/MANUFACTURING BUILDING,1,1,1
2012-07,2012,BURGLARY,MEDICAL/DENTAL OFFICE,1,1,1
2012-07,2012,BURGLARY,OTHER RAILROAD PROP / TRAIN DEPOT,1,1,1
2012-07,2012,BURGLARY,RESIDENCE PORCH/HALLWAY,1,1,1
2012-07,2012,BURGLARY,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2012-07,2012,CRIM SEXUAL ASSAULT,ABANDONED BUILDING,1,1,1
2012-07,2012,CRIM SEXUAL ASSAULT,ALLEY,1,1,1
2012-07,2012,CRIM SEXUAL ASSAULT,SIDEWALK,1,1,1
2012-07,2012,CRIM SEXUAL ASSAULT,VACANT LOT/LAND,1,1,1
2012-07,2012,CRIMINAL DAMAGE,ABANDONED BUILDING,1,1,1
2012-07,2012,CRIMINAL DAMAGE,CTA PLATFORM,1,1,1
2012-07,2012,CRIMINAL DAMAGE,DAY CARE CENTER,1,1,1
2012-07,2012,CRIMINAL DAMAGE,GAS STATION,1,1,1
2012-07,2012,CRIMINAL DAMAGE,HOSPITAL BUILDING/GROUNDS,1,1,1
2012-07,2012,CRIMINAL DAMAGE,MEDICAL/DENTAL OFFICE,1,1,1
2012-07,2012,CRIMINAL DAMAGE,RESTAURANT,1,1,1
2012-07,2012,CRIMINAL DAMAGE,SPORTS ARENA/STADIUM,1,1,1
2012-07,2012,CRIMINAL TRESPASS,ABANDONED BUILDING,1,1,1
2012-07,2012,CRIMINAL TRESPASS,CTA PLATFORM,1,1,1
2012-07,2012,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,1,1,1
2012-07,2012,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2012-07,2012,CRIMINAL TRESPASS,VEHICLE NON-COMMERCIAL,1,1,1
2012-07,2012,DECEPTIVE PRACTICE,ALLEY,1,1,1
2012-07,2012,DECEPTIVE PRACTICE,CTA TRAIN,1,1,1
2012-07,2012,DECEPTIVE PRACTICE,GAS STATION,1,1,1
2012-07,2012,DECEPTIVE PRACTICE,SMALL RETAIL STORE,1,1,1
2012-07,2012,DECEPTIVE PRACTICE,STREET,1,1,1
2012-07,2012,GAMBLING,STREET,1,1,1
2012-07,2012,HOMICIDE,AUTO,1,1,1
2012-07,2012,HOMICIDE,GAS STATION,1,1,1
2012-07,2012,HOMICIDE,PARK PROPERTY,1,1,1
2012-07,2012,HOMICIDE,VACANT LOT,1,1,1
2012-07,2012,INTERFERENCE WITH PUBLIC OFFICER,RESIDENCE,1,1,1
2012-07,2012,INTERFERENCE WITH PUBLIC OFFICER,RESIDENCE PORCH/HALLWAY,1,1,1
2012-07,2012,LIQUOR LAW VIOLATION,OTHER,1,1,1
2012-07,2012,MOTOR VEHICLE THEFT,RESIDENCE,1,1,1
2012-07,2012,NARCOTICS,CONVENIENCE STORE,1,1,1
2012-07,2012,NARCOTICS,CTA BUS STOP,1,1,1
2012-07,2012,NARCOTICS,CTA GARAGE / OTHER PROPERTY,1,1,1
2012-07,2012,NARCOTICS,DEPARTMENT STORE,1,1,1
2012-07,2012,NARCOTICS,GOVERNMENT BUILDING/PROPERTY,1,1,1
2012-07,2012,NARCOTICS,PARK PROPERTY,1,1,1
2012-07,2012,NARCOTICS,RESIDENCE-GARAGE,1,1,1
2012-07,2012,NARCOTICS,TAVERN/LIQUOR STORE,1,1,1
2012-07,2012,NARCOTICS,WAREHOUSE,1,1,1
2012-07,2012,OFFENSE INVOLVING CHILDREN,SIDEWALK,1,1,1
2012-07,2012,OFFENSE INVOLVING CHILDREN,STREET,1,1,1
2012-07,2012,OTHER OFFENSE,ABANDONED BUILDING,1,1,1
2012-07,2012,OTHER OFFENSE,ALLEY,1,1,1
2012-07,2012,OTHER OFFENSE,GAS STATION,1,1,1
2012-07,2012,OTHER OFFENSE,RESIDENCE-GARAGE,1,1,1
2012-07,2012,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",1,1,1
2012-07,2012,PROSTITUTION,GAS STATION,1,1,1
2012-07,2012,PUBLIC INDECENCY,LIBRARY,1,1,1
2012-07,2012,PUBLIC PEACE VIOLATION,RESIDENCE,1,1,1
2012-07,2012,PUBLIC PEACE VIOLATION,SIDEWALK,1,1,1
2012-07,2012,ROBBERY,CHA PARKING LOT/GROUNDS,1,1,1
2012-07,2012,ROBBERY,CTA BUS STOP,1,1,1
2012-07,2012,ROBBERY,CTA TRAIN,1,1,1
2012-07,2012,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2012-07,2012,ROBBERY,RESIDENCE-GARAGE,1,1,1
2012-07,2012,ROBBERY,VEHICLE NON-COMMERCIAL,1,1,1
2012-07,2012,SEX OFFENSE,APARTMENT,1,1,1
2012-07,2012,SEX OFFENSE,VEHICLE NON-COMMERCIAL,1,1,1
2012-07,2012,THEFT,COMMERCIAL / BUSINESS OFFICE,1,1,1
2012-07,2012,THEFT,CONVENIENCE STORE,1,1,1
2012-07,2012,THEFT,CURRENCY EXCHANGE,1,1,1
2012-07,2012,THEFT,DEPARTMENT STORE,1,1,1
2012-07,2012,THEFT,GOVERNMENT BUILDING/PROPERTY,1,1,1
2012-07,2012,THEFT,OTHER RAILROAD PROP / TRAIN DEPOT,1,1,1
2012-07,2012,THEFT,TAVERN/LIQUOR STORE,1,1,1
2012-07,2012,THEFT,WAREHOUSE,1,1,1
2012-07,2012,THEFT,NA,1,1,1
2012-07,2012,WEAPONS VIOLATION,RESIDENCE PORCH/HALLWAY,1,1,1
2012-07,2012,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2012-07,2012,WEAPONS VIOLATION,SMALL RETAIL STORE,1,1,1
2012-08,2012,NARCOTICS,SIDEWALK,176,31,5.68
2012-08,2012,NARCOTICS,STREET,108,29,3.72
2012-08,2012,BATTERY,SIDEWALK,96,29,3.31
2012-08,2012,BATTERY,APARTMENT,90,29,3.1
2012-08,2012,MOTOR VEHICLE THEFT,STREET,79,29,2.72
2012-08,2012,BATTERY,STREET,65,26,2.5
2012-08,2012,CRIMINAL DAMAGE,STREET,59,25,2.36
2012-08,2012,THEFT,STREET,55,24,2.29
2012-08,2012,DECEPTIVE PRACTICE,CTA PLATFORM,42,27,1.56
2012-08,2012,THEFT,RESIDENCE,41,22,1.86
2012-08,2012,BURGLARY,APARTMENT,38,17,2.24
2012-08,2012,OTHER OFFENSE,RESIDENCE,38,24,1.58
2012-08,2012,BATTERY,RESIDENCE,34,21,1.62
2012-08,2012,CRIMINAL DAMAGE,APARTMENT,33,23,1.43
2012-08,2012,PROSTITUTION,STREET,31,14,2.21
2012-08,2012,ROBBERY,SIDEWALK,30,17,1.76
2012-08,2012,ROBBERY,STREET,28,18,1.56
2012-08,2012,CRIMINAL DAMAGE,RESIDENCE,26,19,1.37
2012-08,2012,NARCOTICS,VEHICLE NON-COMMERCIAL,26,18,1.44
2012-08,2012,ASSAULT,SIDEWALK,25,18,1.39
2012-08,2012,THEFT,OTHER,25,18,1.39
2012-08,2012,BURGLARY,RESIDENCE,22,18,1.22
2012-08,2012,THEFT,APARTMENT,22,16,1.38
2012-08,2012,ASSAULT,RESIDENCE,19,14,1.36
2012-08,2012,BATTERY,RESIDENCE PORCH/HALLWAY,18,13,1.38
2012-08,2012,OTHER OFFENSE,STREET,18,12,1.5
2012-08,2012,THEFT,SIDEWALK,18,14,1.29
2012-08,2012,ASSAULT,STREET,17,12,1.42
2012-08,2012,NARCOTICS,ALLEY,17,14,1.21
2012-08,2012,ASSAULT,APARTMENT,16,10,1.6
2012-08,2012,NARCOTICS,POLICE FACILITY/VEH PARKING LOT,16,13,1.23
2012-08,2012,DECEPTIVE PRACTICE,RESIDENCE,14,13,1.08
2012-08,2012,GAMBLING,SIDEWALK,14,11,1.27
2012-08,2012,NARCOTICS,ABANDONED BUILDING,14,11,1.27
2012-08,2012,NARCOTICS,APARTMENT,11,8,1.38
2012-08,2012,NARCOTICS,RESIDENCE,11,9,1.22
2012-08,2012,OTHER OFFENSE,APARTMENT,11,9,1.22
2012-08,2012,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),10,10,1
2012-08,2012,CRIMINAL DAMAGE,ALLEY,9,8,1.12
2012-08,2012,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),9,7,1.29
2012-08,2012,NARCOTICS,VACANT LOT/LAND,9,7,1.29
2012-08,2012,BATTERY,ALLEY,8,8,1
2012-08,2012,BATTERY,RESIDENTIAL YARD (FRONT/BACK),8,8,1
2012-08,2012,NARCOTICS,PARK PROPERTY,8,6,1.33
2012-08,2012,WEAPONS VIOLATION,SIDEWALK,8,7,1.14
2012-08,2012,BATTERY,PARKING LOT/GARAGE(NON.RESID.),7,7,1
2012-08,2012,BURGLARY,OTHER,7,7,1
2012-08,2012,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),7,6,1.17
2012-08,2012,NARCOTICS,OTHER,7,6,1.17
2012-08,2012,THEFT,VEHICLE NON-COMMERCIAL,7,6,1.17
2012-08,2012,ASSAULT,RESIDENCE PORCH/HALLWAY,6,5,1.2
2012-08,2012,BATTERY,PARK PROPERTY,6,6,1
2012-08,2012,BURGLARY,RESIDENCE-GARAGE,6,5,1.2
2012-08,2012,NARCOTICS,RESIDENCE PORCH/HALLWAY,6,6,1
2012-08,2012,ROBBERY,ALLEY,6,6,1
2012-08,2012,THEFT,PARKING LOT/GARAGE(NON.RESID.),6,5,1.2
2012-08,2012,ASSAULT,ALLEY,5,4,1.25
2012-08,2012,BURGLARY,VACANT LOT/LAND,5,5,1
2012-08,2012,HOMICIDE,STREET,5,4,1.25
2012-08,2012,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),5,5,1
2012-08,2012,MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),5,4,1.25
2012-08,2012,NARCOTICS,GAS STATION,5,5,1
2012-08,2012,OFFENSE INVOLVING CHILDREN,APARTMENT,5,5,1
2012-08,2012,ROBBERY,PARK PROPERTY,5,5,1
2012-08,2012,THEFT,GROCERY FOOD STORE,5,5,1
2012-08,2012,THEFT,RESIDENTIAL YARD (FRONT/BACK),5,5,1
2012-08,2012,THEFT,SMALL RETAIL STORE,5,5,1
2012-08,2012,ASSAULT,OTHER,4,4,1
2012-08,2012,BATTERY,OTHER,4,4,1
2012-08,2012,CRIMINAL DAMAGE,OTHER,4,4,1
2012-08,2012,CRIMINAL DAMAGE,RESIDENCE-GARAGE,4,3,1.33
2012-08,2012,CRIMINAL TRESPASS,GAS STATION,4,3,1.33
2012-08,2012,DECEPTIVE PRACTICE,APARTMENT,4,3,1.33
2012-08,2012,DECEPTIVE PRACTICE,STREET,4,4,1
2012-08,2012,MOTOR VEHICLE THEFT,ALLEY,4,3,1.33
2012-08,2012,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),4,4,1
2012-08,2012,THEFT,ALLEY,4,4,1
2012-08,2012,WEAPONS VIOLATION,STREET,4,4,1
2012-08,2012,ARSON,VEHICLE NON-COMMERCIAL,3,3,1
2012-08,2012,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),3,2,1.5
2012-08,2012,BATTERY,GAS STATION,3,2,1.5
2012-08,2012,BURGLARY,RESTAURANT,3,3,1
2012-08,2012,CRIM SEXUAL ASSAULT,RESIDENCE,3,3,1
2012-08,2012,CRIMINAL DAMAGE,SMALL RETAIL STORE,3,3,1
2012-08,2012,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,3,3,1
2012-08,2012,INTERFERENCE WITH PUBLIC OFFICER,SIDEWALK,3,3,1
2012-08,2012,MOTOR VEHICLE THEFT,OTHER,3,3,1
2012-08,2012,MOTOR VEHICLE THEFT,VACANT LOT/LAND,3,3,1
2012-08,2012,NARCOTICS,CTA PLATFORM,3,3,1
2012-08,2012,OTHER OFFENSE,SIDEWALK,3,3,1
2012-08,2012,ROBBERY,CTA TRAIN,3,3,1
2012-08,2012,ROBBERY,GAS STATION,3,3,1
2012-08,2012,THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,3,3,1
2012-08,2012,THEFT,PARK PROPERTY,3,3,1
2012-08,2012,THEFT,"SCHOOL, PUBLIC, BUILDING",3,2,1.5
2012-08,2012,THEFT,"SCHOOL, PUBLIC, GROUNDS",3,3,1
2012-08,2012,ASSAULT,GAS STATION,2,2,1
2012-08,2012,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2012-08,2012,ASSAULT,RESTAURANT,2,2,1
2012-08,2012,BATTERY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,2,1
2012-08,2012,BATTERY,RESIDENCE-GARAGE,2,2,1
2012-08,2012,BATTERY,"SCHOOL, PUBLIC, BUILDING",2,2,1
2012-08,2012,BATTERY,"SCHOOL, PUBLIC, GROUNDS",2,1,2
2012-08,2012,BATTERY,SMALL RETAIL STORE,2,2,1
2012-08,2012,BATTERY,VEHICLE NON-COMMERCIAL,2,2,1
2012-08,2012,BURGLARY,CONVENIENCE STORE,2,2,1
2012-08,2012,BURGLARY,SMALL RETAIL STORE,2,2,1
2012-08,2012,CRIMINAL DAMAGE,DRIVEWAY - RESIDENTIAL,2,2,1
2012-08,2012,CRIMINAL DAMAGE,GAS STATION,2,2,1
2012-08,2012,CRIMINAL DAMAGE,SIDEWALK,2,2,1
2012-08,2012,CRIMINAL TRESPASS,APARTMENT,2,2,1
2012-08,2012,CRIMINAL TRESPASS,SIDEWALK,2,2,1
2012-08,2012,CRIMINAL TRESPASS,STREET,2,2,1
2012-08,2012,DECEPTIVE PRACTICE,SMALL RETAIL STORE,2,2,1
2012-08,2012,MOTOR VEHICLE THEFT,SIDEWALK,2,2,1
2012-08,2012,NARCOTICS,RESTAURANT,2,2,1
2012-08,2012,NARCOTICS,SMALL RETAIL STORE,2,2,1
2012-08,2012,OTHER OFFENSE,OTHER,2,1,2
2012-08,2012,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2012-08,2012,PUBLIC PEACE VIOLATION,STREET,2,2,1
2012-08,2012,ROBBERY,APARTMENT,2,2,1
2012-08,2012,ROBBERY,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2012-08,2012,THEFT,ABANDONED BUILDING,2,2,1
2012-08,2012,THEFT,CTA BUS,2,2,1
2012-08,2012,THEFT,CTA GARAGE / OTHER PROPERTY,2,2,1
2012-08,2012,THEFT,CTA TRAIN,2,2,1
2012-08,2012,THEFT,GAS STATION,2,2,1
2012-08,2012,THEFT,OTHER RAILROAD PROP / TRAIN DEPOT,2,2,1
2012-08,2012,THEFT,RESIDENCE PORCH/HALLWAY,2,2,1
2012-08,2012,THEFT,RESIDENCE-GARAGE,2,2,1
2012-08,2012,THEFT,VACANT LOT/LAND,2,1,2
2012-08,2012,THEFT,VEHICLE-COMMERCIAL,2,2,1
2012-08,2012,THEFT,WAREHOUSE,2,2,1
2012-08,2012,WEAPONS VIOLATION,APARTMENT,2,2,1
2012-08,2012,WEAPONS VIOLATION,RESIDENCE PORCH/HALLWAY,2,2,1
2012-08,2012,ARSON,RESIDENCE PORCH/HALLWAY,1,1,1
2012-08,2012,ASSAULT,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2012-08,2012,ASSAULT,CONVENIENCE STORE,1,1,1
2012-08,2012,ASSAULT,CTA GARAGE / OTHER PROPERTY,1,1,1
2012-08,2012,ASSAULT,CTA PLATFORM,1,1,1
2012-08,2012,ASSAULT,GROCERY FOOD STORE,1,1,1
2012-08,2012,ASSAULT,PARK PROPERTY,1,1,1
2012-08,2012,ASSAULT,"SCHOOL, PRIVATE, GROUNDS",1,1,1
2012-08,2012,ASSAULT,SMALL RETAIL STORE,1,1,1
2012-08,2012,BATTERY,BANK,1,1,1
2012-08,2012,BATTERY,BARBERSHOP,1,1,1
2012-08,2012,BATTERY,CHA APARTMENT,1,1,1
2012-08,2012,BATTERY,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2012-08,2012,BATTERY,CHA PARKING LOT/GROUNDS,1,1,1
2012-08,2012,BATTERY,CTA BUS,1,1,1
2012-08,2012,BATTERY,CTA TRAIN,1,1,1
2012-08,2012,BATTERY,DRUG STORE,1,1,1
2012-08,2012,BATTERY,FACTORY/MANUFACTURING BUILDING,1,1,1
2012-08,2012,BATTERY,GROCERY FOOD STORE,1,1,1
2012-08,2012,BATTERY,HOTEL/MOTEL,1,1,1
2012-08,2012,BATTERY,VACANT LOT/LAND,1,1,1
2012-08,2012,BURGLARY,BAR OR TAVERN,1,1,1
2012-08,2012,BURGLARY,BARBERSHOP,1,1,1
2012-08,2012,BURGLARY,CONSTRUCTION SITE,1,1,1
2012-08,2012,BURGLARY,FACTORY/MANUFACTURING BUILDING,1,1,1
2012-08,2012,BURGLARY,PARK PROPERTY,1,1,1
2012-08,2012,BURGLARY,"SCHOOL, PUBLIC, BUILDING",1,1,1
2012-08,2012,BURGLARY,TAVERN/LIQUOR STORE,1,1,1
2012-08,2012,BURGLARY,WAREHOUSE,1,1,1
2012-08,2012,CRIM SEXUAL ASSAULT,ALLEY,1,1,1
2012-08,2012,CRIM SEXUAL ASSAULT,APARTMENT,1,1,1
2012-08,2012,CRIM SEXUAL ASSAULT,OTHER,1,1,1
2012-08,2012,CRIM SEXUAL ASSAULT,SIDEWALK,1,1,1
2012-08,2012,CRIM SEXUAL ASSAULT,STREET,1,1,1
2012-08,2012,CRIMINAL DAMAGE,ABANDONED BUILDING,1,1,1
